Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,QualifyingPosition,Year,EventName,WetSession
S VETTEL,5,0 days 00:01:40.039000,3.0,1.0,0 days 00:00:34.429000,0 days 00:00:38.082000,0 days 00:00:27.528000,0 days 00:22:37.341000,0 days 00:23:15.423000,0 days 00:23:42.951000,174.0,200.0,213.0,287.0,False,SOFT,3.0,True,Ferrari,0 days 00:22:02.912000,1.0,5.0,2019,Hungarian Grand Prix,False
S VETTEL,5,0 days 00:01:36.160000,4.0,1.0,0 days 00:00:34.617000,0 days 00:00:36.145000,0 days 00:00:25.398000,0 days 00:24:17.568000,0 days 00:24:53.713000,0 days 00:25:19.111000,237.0,200.0,264.0,263.0,False,SOFT,4.0,True,Ferrari,0 days 00:23:42.951000,1.0,5.0,2019,Hungarian Grand Prix,False
S VETTEL,5,0 days 00:01:16.452000,5.0,1.0,0 days 00:00:27.467000,0 days 00:00:27.102000,0 days 00:00:21.883000,0 days 00:25:46.578000,0 days 00:26:13.680000,0 days 00:26:35.563000,284.0,260.0,261.0,311.0,True,SOFT,5.0,True,Ferrari,0 days 00:25:19.111000,12.0,5.0,2019,Hungarian Grand Prix,False
S VETTEL,5,0 days 00:01:15.885000,8.0,2.0,0 days 00:00:27.223000,0 days 00:00:26.986000,0 days 00:00:21.676000,0 days 00:43:08.178000,0 days 00:43:35.164000,0 days 00:43:56.840000,290.0,257.0,266.0,315.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:42:40.955000,1.0,5.0,2019,Hungarian Grand Prix,False
S VETTEL,5,0 days 00:01:15.890000,11.0,3.0,0 days 00:00:27.308000,0 days 00:00:26.999000,0 days 00:00:21.583000,0 days 00:54:34.887000,0 days 00:55:01.886000,0 days 00:55:23.469000,289.0,257.0,264.0,311.0,False,MEDIUM,2.0,True,Ferrari,0 days 00:54:07.579000,1.0,5.0,2019,Hungarian Grand Prix,False
S VETTEL,5,0 days 00:01:15.346000,14.0,4.0,0 days 00:00:27.042000,0 days 00:00:26.851000,0 days 00:00:21.453000,0 days 01:06:21.023000,0 days 01:06:47.874000,0 days 01:07:09.327000,290.0,261.0,265.0,308.0,True,SOFT,2.0,True,Ferrari,0 days 01:05:53.981000,1.0,5.0,2019,Hungarian Grand Prix,False
S VETTEL,5,0 days 00:01:15.071000,17.0,5.0,0 days 00:00:26.918000,0 days 00:00:26.793000,0 days 00:00:21.360000,0 days 01:15:03.743000,0 days 01:15:30.536000,0 days 01:15:51.896000,289.0,262.0,265.0,313.0,True,SOFT,2.0,True,Ferrari,0 days 01:14:36.825000,1.0,5.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:16.501000,2.0,1.0,0 days 00:00:27.795000,0 days 00:00:26.898000,0 days 00:00:21.808000,0 days 00:22:26.971000,0 days 00:22:53.869000,0 days 00:23:15.677000,280.0,256.0,251.0,309.0,True,SOFT,2.0,True,Mercedes,0 days 00:21:59.176000,1.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:51.271000,3.0,1.0,0 days 00:00:36.318000,0 days 00:00:45.538000,0 days 00:00:29.415000,0 days 00:23:51.995000,0 days 00:24:37.533000,0 days 00:25:06.948000,208.0,207.0,215.0,297.0,False,SOFT,3.0,True,Mercedes,0 days 00:23:15.677000,1.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:49.188000,4.0,1.0,0 days 00:00:41.293000,0 days 00:00:39.489000,0 days 00:00:28.406000,0 days 00:25:48.241000,0 days 00:26:27.730000,0 days 00:26:56.136000,160.0,173.0,261.0,288.0,False,SOFT,4.0,True,Mercedes,0 days 00:25:06.948000,12.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:16.078000,5.0,1.0,0 days 00:00:27.624000,0 days 00:00:26.829000,0 days 00:00:21.625000,0 days 00:27:23.760000,0 days 00:27:50.589000,0 days 00:28:12.214000,280.0,256.0,260.0,305.0,True,SOFT,5.0,True,Mercedes,0 days 00:26:56.136000,1.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:15.669000,8.0,2.0,0 days 00:00:27.429000,0 days 00:00:26.731000,0 days 00:00:21.509000,0 days 00:42:20.324000,0 days 00:42:47.055000,0 days 00:43:08.564000,283.0,256.0,263.0,304.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:41:52.895000,1.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:17.479000,11.0,3.0,0 days 00:00:27.401000,0 days 00:00:26.799000,0 days 00:00:23.279000,0 days 00:54:56.868000,0 days 00:55:23.667000,0 days 00:55:46.946000,285.0,255.0,197.0,304.0,False,SOFT,2.0,True,Mercedes,0 days 00:54:29.467000,1.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:15.136000,14.0,4.0,0 days 00:00:27.238000,0 days 00:00:26.726000,0 days 00:00:21.172000,0 days 01:05:27.205000,0 days 01:05:53.931000,0 days 01:06:15.103000,286.0,258.0,262.0,304.0,True,SOFT,2.0,True,Mercedes,0 days 01:04:59.967000,1.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:14.590000,17.0,5.0,0 days 00:00:27.079000,0 days 00:00:26.411000,0 days 00:00:21.100000,0 days 01:14:54.065000,0 days 01:15:20.476000,0 days 01:15:41.576000,287.0,259.0,263.0,307.0,True,SOFT,2.0,True,Mercedes,0 days 01:14:26.986000,1.0,2.0,2019,Hungarian Grand Prix,False
V BOTTAS,77,0 days 00:01:45.109000,18.0,5.0,0 days 00:00:36.844000,0 days 00:00:34.417000,0 days 00:00:33.848000,0 days 01:16:18.420000,0 days 01:16:52.837000,0 days 01:17:26.685000,223.0,175.0,53.0,259.0,False,SOFT,3.0,True,Mercedes,0 days 01:15:41.576000,1.0,2.0,2019,Hungarian Grand Prix,False
A ALBON,23,0 days 00:01:20.382000,2.0,1.0,0 days 00:00:26.871000,0 days 00:00:26.997000,0 days 00:00:26.514000,0 days 00:22:19.099000,0 days 00:22:46.096000,0 days 00:23:12.610000,323.0,337.0,310.0,343.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:21:52.228000,1.0,8.0,2019,Italian Grand Prix,False
A ALBON,23,0 days 00:01:48.700000,3.0,1.0,0 days 00:00:36.080000,0 days 00:00:38.054000,0 days 00:00:34.566000,0 days 00:23:48.690000,0 days 00:24:26.744000,0 days 00:25:01.310000,265.0,282.0,313.0,223.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:23:12.610000,1.0,8.0,2019,Italian Grand Prix,False
A ALBON,23,0 days 00:01:20.021000,7.0,2.0,0 days 00:00:27.069000,0 days 00:00:26.561000,0 days 00:00:26.391000,0 days 00:47:26.764000,0 days 00:47:53.325000,0 days 00:48:19.716000,319.0,331.0,313.0,336.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:46:59.695000,12.0,8.0,2019,Italian Grand Prix,False
A ALBON,23,0 days 00:01:20.195000,10.0,3.0,0 days 00:00:27.195000,0 days 00:00:26.608000,0 days 00:00:26.392000,0 days 00:57:44.442000,0 days 00:58:11.050000,0 days 00:58:37.442000,317.0,327.0,310.0,330.0,False,SOFT,2.0,True,Red Bull Racing,0 days 00:57:17.247000,1.0,8.0,2019,Italian Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:20.657000,2.0,1.0,0 days 00:00:26.901000,0 days 00:00:26.961000,0 days 00:00:26.795000,0 days 00:19:07.119000,0 days 00:19:34.080000,0 days 00:20:00.875000,322.0,338.0,315.0,341.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:18:40.218000,1.0,11.0,2019,Italian Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:55.668000,3.0,1.0,0 days 00:00:37.462000,0 days 00:00:39.243000,0 days 00:00:38.963000,0 days 00:20:38.337000,0 days 00:21:17.580000,0 days 00:21:56.543000,149.0,302.0,313.0,188.0,False,SOFT,3.0,True,Alfa Romeo Racing,0 days 00:20:00.875000,1.0,11.0,2019,Italian Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:22.605000,4.0,1.0,0 days 00:00:27.024000,0 days 00:00:28.324000,0 days 00:00:27.257000,0 days 00:22:23.567000,0 days 00:22:51.891000,0 days 00:23:19.148000,323.0,334.0,312.0,342.0,False,SOFT,4.0,True,Alfa Romeo Racing,0 days 00:21:56.543000,1.0,11.0,2019,Italian Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:20.922000,8.0,3.0,0 days 00:00:26.901000,0 days 00:00:26.996000,0 days 00:00:27.025000,0 days 00:35:36.869000,0 days 00:36:03.865000,0 days 00:36:30.890000,325.0,335.0,314.0,340.0,False,SOFT,3.0,False,Alfa Romeo Racing,0 days 00:35:09.968000,1.0,11.0,2019,Italian Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:21.280000,11.0,4.0,0 days 00:00:26.971000,0 days 00:00:27.115000,0 days 00:00:27.194000,0 days 00:47:30.905000,0 days 00:47:58.020000,0 days 00:48:25.214000,323.0,335.0,313.0,342.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:47:03.934000,12.0,11.0,2019,Italian Grand Prix,False
A GIOVINAZZI,99,0 days 00:01:20.517000,14.0,5.0,0 days 00:00:26.714000,0 days 00:00:27.045000,0 days 00:00:26.758000,0 days 00:58:12.103000,0 days 00:58:39.148000,0 days 00:59:05.906000,326.0,342.0,314.0,341.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:57:45.389000,12.0,11.0,2019,Italian Grand Prix,False
C LECLERC,16,0 days 00:01:20.417000,2.0,1.0,0 days 00:00:26.982000,0 days 00:00:26.734000,0 days 00:00:26.701000,0 days 00:21:28.340000,0 days 00:21:55.074000,0 days 00:22:21.775000,323.0,342.0,318.0,342.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:21:01.358000,1.0,1.0,2019,Italian Grand Prix,False
C LECLERC,16,0 days 00:01:42.216000,3.0,1.0,0 days 00:00:33.988000,0 days 00:00:35.632000,0 days 00:00:32.596000,0 days 00:22:55.763000,0 days 00:23:31.395000,0 days 00:24:03.991000,246.0,300.0,315.0,237.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:22:21.775000,1.0,1.0,2019,Italian Grand Prix,False
C LECLERC,16,0 days 00:01:20.126000,4.0,1.0,0 days 00:00:26.749000,0 days 00:00:26.777000,0 days 00:00:26.600000,0 days 00:24:30.740000,0 days 00:24:57.517000,0 days 00:25:24.117000,325.0,341.0,316.0,344.0,True,MEDIUM,4.0,True,Ferrari,0 days 00:24:03.991000,1.0,1.0,2019,Italian Grand Prix,False
C LECLERC,16,0 days 00:01:45.344000,5.0,1.0,0 days 00:00:33.884000,0 days 00:00:37.703000,0 days 00:00:33.757000,0 days 00:25:58.001000,0 days 00:26:35.704000,0 days 00:27:09.461000,267.0,268.0,312.0,238.0,False,MEDIUM,5.0,True,Ferrari,0 days 00:25:24.117000,1.0,1.0,2019,Italian Grand Prix,False
C LECLERC,16,0 days 00:01:19.553000,9.0,3.0,0 days 00:00:26.638000,0 days 00:00:26.462000,0 days 00:00:26.453000,0 days 00:47:09.178000,0 days 00:47:35.640000,0 days 00:48:02.093000,329.0,342.0,318.0,345.0,True,SOFT,2.0,True,Ferrari,0 days 00:46:42.540000,12.0,1.0,2019,Italian Grand Prix,False
C LECLERC,16,0 days 00:01:19.307000,14.0,5.0,0 days 00:00:26.469000,0 days 00:00:26.412000,0 days 00:00:26.426000,0 days 01:10:22.030000,0 days 01:10:48.442000,0 days 01:11:14.868000,329.0,347.0,321.0,349.0,True,SOFT,2.0,True,Ferrari,0 days 01:09:55.561000,12.0,1.0,2019,Italian Grand Prix,False
C LECLERC,16,0 days 00:01:58.231000,17.0,6.0,0 days 00:00:26.570000,0 days 00:00:39.744000,0 days 00:00:51.917000,0 days 01:29:00.977000,0 days 01:29:40.721000,0 days 01:30:32.638000,328.0,215.0,58.0,346.0,False,SOFT,2.0,True,Ferrari,0 days 01:28:34.407000,1.0,1.0,2019,Italian Grand Prix,False
C SAINZ,55,0 days 00:01:20.800000,2.0,1.0,0 days 00:00:26.998000,0 days 00:00:26.923000,0 days 00:00:26.879000,0 days 00:19:21.593000,0 days 00:19:48.516000,0 days 00:20:15.395000,316.0,327.0,307.0,337.0,True,SOFT,2.0,True,McLaren,0 days 00:18:54.595000,1.0,7.0,2019,Italian Grand Prix,False
C SAINZ,55,0 days 00:01:49.507000,3.0,1.0,0 days 00:00:32.431000,0 days 00:00:39.849000,0 days 00:00:37.227000,0 days 00:20:47.826000,0 days 00:21:27.675000,0 days 00:22:04.902000,258.0,296.0,316.0,304.0,False,SOFT,3.0,True,McLaren,0 days 00:20:15.395000,1.0,7.0,2019,Italian Grand Prix,False
C SAINZ,55,0 days 00:01:20.413000,7.0,3.0,0 days 00:00:26.866000,0 days 00:00:26.831000,0 days 00:00:26.716000,0 days 00:35:58.561000,0 days 00:36:25.392000,0 days 00:36:52.108000,319.0,332.0,316.0,334.0,True,SOFT,2.0,True,McLaren,0 days 00:35:31.695000,1.0,7.0,2019,Italian Grand Prix,False
C SAINZ,55,0 days 00:01:20.533000,10.0,4.0,0 days 00:00:26.807000,0 days 00:00:26.964000,0 days 00:00:26.762000,0 days 00:47:05.759000,0 days 00:47:32.723000,0 days 00:47:59.485000,316.0,329.0,316.0,346.0,True,SOFT,3.0,False,McLaren,0 days 00:46:38.952000,12.0,7.0,2019,Italian Grand Prix,False
C SAINZ,55,0 days 00:01:20.202000,13.0,5.0,0 days 00:00:26.829000,0 days 00:00:26.793000,0 days 00:00:26.580000,0 days 00:58:01.727000,0 days 00:58:28.520000,0 days 00:58:55.100000,318.0,329.0,315.0,346.0,True,SOFT,2.0,True,McLaren,0 days 00:57:34.898000,1.0,7.0,2019,Italian Grand Prix,False
C SAINZ,55,0 days 00:01:20.909000,16.0,6.0,0 days 00:00:26.983000,0 days 00:00:26.937000,0 days 00:00:26.989000,0 days 01:10:29.811000,0 days 01:10:56.748000,0 days 01:11:23.737000,318.0,330.0,315.0,335.0,True,SOFT,5.0,False,McLaren,0 days 01:10:02.828000,12.0,7.0,2019,Italian Grand Prix,False
C SAINZ,55,0 days 00:01:20.455000,19.0,7.0,0 days 00:00:27.046000,0 days 00:00:26.746000,0 days 00:00:26.663000,0 days 01:28:59.802000,0 days 01:29:26.548000,0 days 01:29:53.211000,314.0,324.0,310.0,327.0,True,SOFT,2.0,True,McLaren,0 days 01:28:32.756000,1.0,7.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:21.281000,2.0,1.0,0 days 00:00:27.384000,0 days 00:00:26.931000,0 days 00:00:26.966000,0 days 00:18:52.601000,0 days 00:19:19.532000,0 days 00:19:46.498000,313.0,331.0,310.0,338.0,True,SOFT,2.0,True,Toro Rosso,0 days 00:18:25.217000,1.0,13.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:58.011000,3.0,1.0,0 days 00:00:43.496000,0 days 00:00:36.616000,0 days 00:00:37.899000,0 days 00:20:29.994000,0 days 00:21:06.610000,0 days 00:21:44.509000,279.0,287.0,309.0,207.0,False,SOFT,3.0,True,Toro Rosso,0 days 00:19:46.498000,1.0,13.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:20.765000,4.0,1.0,0 days 00:00:27.235000,0 days 00:00:26.774000,0 days 00:00:26.756000,0 days 00:22:11.744000,0 days 00:22:38.518000,0 days 00:23:05.274000,316.0,334.0,310.0,340.0,True,SOFT,4.0,True,Toro Rosso,0 days 00:21:44.509000,1.0,13.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:20.723000,8.0,3.0,0 days 00:00:27.028000,0 days 00:00:26.736000,0 days 00:00:26.959000,0 days 00:35:49.716000,0 days 00:36:16.452000,0 days 00:36:43.411000,318.0,335.0,311.0,342.0,True,SOFT,2.0,True,Toro Rosso,0 days 00:35:22.688000,1.0,13.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:21.016000,11.0,4.0,0 days 00:00:27.369000,0 days 00:00:26.776000,0 days 00:00:26.871000,0 days 00:46:25.410000,0 days 00:46:52.186000,0 days 00:47:19.057000,312.0,328.0,306.0,333.0,True,SOFT,3.0,False,Toro Rosso,0 days 00:45:58.041000,1.0,13.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:38.944000,12.0,4.0,0 days 00:00:32.286000,0 days 00:00:35.796000,0 days 00:00:30.862000,0 days 00:47:51.343000,0 days 00:48:27.139000,0 days 00:48:58.001000,243.0,291.0,307.0,272.0,False,SOFT,4.0,False,Toro Rosso,0 days 00:47:19.057000,12.0,13.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:20.821000,13.0,4.0,0 days 00:00:27.291000,0 days 00:00:26.763000,0 days 00:00:26.767000,0 days 00:49:25.292000,0 days 00:49:52.055000,0 days 00:50:18.822000,313.0,329.0,308.0,334.0,True,SOFT,5.0,False,Toro Rosso,0 days 00:48:58.001000,1.0,13.0,2019,Italian Grand Prix,False
D KVYAT,26,0 days 00:01:20.630000,16.0,5.0,0 days 00:00:27.022000,0 days 00:00:26.971000,0 days 00:00:26.637000,0 days 00:58:10.537000,0 days 00:58:37.508000,0 days 00:59:04.145000,318.0,335.0,308.0,342.0,True,SOFT,2.0,True,Toro Rosso,0 days 00:57:43.515000,12.0,13.0,2019,Italian Grand Prix,False
D RICCIARDO,3,0 days 00:01:20.374000,2.0,1.0,0 days 00:00:26.706000,0 days 00:00:27.031000,0 days 00:00:26.637000,0 days 00:21:29.870000,0 days 00:21:56.901000,0 days 00:22:23.538000,326.0,339.0,319.0,342.0,True,SOFT,2.0,True,Renault,0 days 00:21:03.164000,1.0,5.0,2019,Italian Grand Prix,False
D RICCIARDO,3,0 days 00:01:19.833000,5.0,2.0,0 days 00:00:26.589000,0 days 00:00:26.671000,0 days 00:00:26.573000,0 days 00:47:11.526000,0 days 00:47:38.197000,0 days 00:48:04.770000,326.0,338.0,318.0,344.0,True,SOFT,2.0,True,Renault,0 days 00:46:44.937000,12.0,5.0,2019,Italian Grand Prix,False
D RICCIARDO,3,0 days 00:01:19.839000,10.0,4.0,0 days 00:00:26.644000,0 days 00:00:26.592000,0 days 00:00:26.603000,0 days 01:10:18.521000,0 days 01:10:45.113000,0 days 01:11:11.716000,324.0,335.0,317.0,340.0,True,SOFT,2.0,True,Renault,0 days 01:09:51.877000,1.0,5.0,2019,Italian Grand Prix,False
G RUSSELL,63,0 days 00:01:22.217000,2.0,1.0,0 days 00:00:27.440000,0 days 00:00:27.399000,0 days 00:00:27.378000,0 days 00:18:57.566000,0 days 00:19:24.965000,0 days 00:19:52.343000,312.0,330.0,308.0,340.0,True,SOFT,2.0,True,Williams,0 days 00:18:30.126000,1.0,18.0,2019,Italian Grand Prix,False
G RUSSELL,63,0 days 00:02:06.620000,3.0,1.0,0 days 00:00:40.713000,0 days 00:00:39.697000,0 days 00:00:46.210000,0 days 00:20:33.056000,0 days 00:21:12.753000,0 days 00:21:58.963000,199.0,305.0,308.0,248.0,False,SOFT,3.0,True,Williams,0 days 00:19:52.343000,1.0,18.0,2019,Italian Grand Prix,False
G RUSSELL,63,0 days 00:01:21.800000,4.0,1.0,0 days 00:00:27.350000,0 days 00:00:27.198000,0 days 00:00:27.252000,0 days 00:22:26.313000,0 days 00:22:53.511000,0 days 00:23:20.763000,313.0,335.0,301.0,343.0,True,SOFT,4.0,True,Williams,0 days 00:21:58.963000,1.0,18.0,2019,Italian Grand Prix,False
K MAGNUSSEN,20,0 days 00:01:21.310000,2.0,1.0,0 days 00:00:26.789000,0 days 00:00:27.174000,0 days 00:00:27.347000,0 days 00:19:29.529000,0 days 00:19:56.703000,0 days 00:20:24.050000,326.0,336.0,316.0,344.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:19:02.740000,1.0,12.0,2019,Italian Grand Prix,False
K MAGNUSSEN,20,0 days 00:01:45.630000,3.0,1.0,0 days 00:00:31.696000,0 days 00:00:38.782000,0 days 00:00:35.152000,0 days 00:20:55.746000,0 days 00:21:34.528000,0 days 00:22:09.680000,292.0,301.0,316.0,307.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:20:24.050000,1.0,12.0,2019,Italian Grand Prix,False
K MAGNUSSEN,20,0 days 00:01:21.201000,4.0,1.0,0 days 00:00:26.879000,0 days 00:00:27.330000,0 days 00:00:26.992000,0 days 00:22:36.559000,0 days 00:23:03.889000,0 days 00:23:30.881000,327.0,338.0,317.0,345.0,True,SOFT,4.0,True,Haas F1 Team,0 days 00:22:09.680000,1.0,12.0,2019,Italian Grand Prix,False
K MAGNUSSEN,20,0 days 00:01:20.616000,7.0,2.0,0 days 00:00:26.795000,0 days 00:00:27.008000,0 days 00:00:26.813000,0 days 00:35:40.930000,0 days 00:36:07.938000,0 days 00:36:34.751000,328.0,336.0,317.0,342.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:35:14.135000,1.0,12.0,2019,Italian Grand Prix,False
K MAGNUSSEN,20,0 days 00:01:20.615000,10.0,3.0,0 days 00:00:26.770000,0 days 00:00:27.097000,0 days 00:00:26.748000,0 days 00:46:27.275000,0 days 00:46:54.372000,0 days 00:47:21.120000,325.0,334.0,315.0,338.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:46:00.505000,1.0,12.0,2019,Italian Grand Prix,False
K MAGNUSSEN,20,0 days 00:01:20.684000,13.0,4.0,0 days 00:00:26.959000,0 days 00:00:26.987000,0 days 00:00:26.738000,0 days 00:57:46.523000,0 days 00:58:13.510000,0 days 00:58:40.248000,325.0,333.0,314.0,337.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:57:19.564000,1.0,12.0,2019,Italian Grand Prix,False
K RAIKKONEN,7,0 days 00:01:21.025000,2.0,1.0,0 days 00:00:26.974000,0 days 00:00:27.168000,0 days 00:00:26.883000,0 days 00:19:05.029000,0 days 00:19:32.197000,0 days 00:19:59.080000,321.0,336.0,312.0,341.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:18:38.055000,1.0,10.0,2019,Italian Grand Prix,False
K RAIKKONEN,7,0 days 00:01:55.380000,3.0,1.0,0 days 00:00:37.389000,0 days 00:00:39.609000,0 days 00:00:38.382000,0 days 00:20:36.469000,0 days 00:21:16.078000,0 days 00:21:54.460000,178.0,307.0,314.0,210.0,False,SOFT,3.0,True,Alfa Romeo Racing,0 days 00:19:59.080000,1.0,10.0,2019,Italian Grand Prix,False
K RAIKKONEN,7,0 days 00:01:20.634000,4.0,1.0,0 days 00:00:26.901000,0 days 00:00:27.001000,0 days 00:00:26.732000,0 days 00:22:21.361000,0 days 00:22:48.362000,0 days 00:23:15.094000,324.0,338.0,309.0,342.0,True,SOFT,4.0,True,Alfa Romeo Racing,0 days 00:21:54.460000,1.0,10.0,2019,Italian Grand Prix,False
K RAIKKONEN,7,0 days 00:01:20.767000,8.0,3.0,0 days 00:00:26.934000,0 days 00:00:26.891000,0 days 00:00:26.942000,0 days 00:35:35.105000,0 days 00:36:01.996000,0 days 00:36:28.938000,322.0,328.0,304.0,339.0,False,SOFT,3.0,False,Alfa Romeo Racing,0 days 00:35:08.171000,1.0,10.0,2019,Italian Grand Prix,False
K RAIKKONEN,7,0 days 00:01:20.515000,13.0,5.0,0 days 00:00:26.846000,0 days 00:00:27.055000,0 days 00:00:26.614000,0 days 00:57:53.672000,0 days 00:58:20.727000,0 days 00:58:47.341000,325.0,336.0,311.0,341.0,True,SOFT,2.0,True,Alfa Romeo Racing,0 days 00:57:26.826000,1.0,10.0,2019,Italian Grand Prix,False
L HAMILTON,44,0 days 00:01:20.272000,2.0,1.0,0 days 00:00:27.045000,0 days 00:00:26.715000,0 days 00:00:26.512000,0 days 00:24:14.150000,0 days 00:24:40.865000,0 days 00:25:07.377000,317.0,330.0,308.0,338.0,True,SOFT,2.0,True,Mercedes,0 days 00:23:47.105000,1.0,2.0,2019,Italian Grand Prix,False
L HAMILTON,44,0 days 00:01:45.712000,3.0,1.0,0 days 00:00:34.958000,0 days 00:00:35.666000,0 days 00:00:35.088000,0 days 00:25:42.335000,0 days 00:26:18.001000,0 days 00:26:53.089000,265.0,287.0,311.0,212.0,False,SOFT,3.0,True,Mercedes,0 days 00:25:07.377000,1.0,2.0,2019,Italian Grand Prix,False
L HAMILTON,44,0 days 00:01:19.706000,6.0,2.0,0 days 00:00:26.979000,0 days 00:00:26.373000,0 days 00:00:26.354000,0 days 00:46:56.839000,0 days 00:47:23.212000,0 days 00:47:49.566000,315.0,329.0,310.0,335.0,True,SOFT,2.0,True,Mercedes,0 days 00:46:29.860000,12.0,2.0,2019,Italian Grand Prix,False
L HAMILTON,44,0 days 00:01:19.464000,9.0,3.0,0 days 00:00:26.877000,0 days 00:00:26.323000,0 days 00:00:26.264000,0 days 00:58:18.701000,0 days 00:58:45.024000,0 days 00:59:11.288000,319.0,335.0,312.0,338.0,True,SOFT,2.0,True,Mercedes,0 days 00:57:51.824000,12.0,2.0,2019,Italian Grand Prix,False
L HAMILTON,44,0 days 00:01:19.346000,12.0,4.0,0 days 00:00:26.702000,0 days 00:00:26.203000,0 days 00:00:26.441000,0 days 01:10:26.352000,0 days 01:10:52.555000,0 days 01:11:18.996000,321.0,335.0,306.0,342.0,True,SOFT,2.0,True,Mercedes,0 days 01:09:59.650000,12.0,2.0,2019,Italian Grand Prix,False
L HAMILTON,44,0 days 00:01:59.045000,15.0,5.0,0 days 00:00:36.119000,0 days 00:00:35.916000,0 days 00:00:47.010000,0 days 01:29:12.844000,0 days 01:29:48.760000,0 days 01:30:35.770000,266.0,230.0,47.0,178.0,False,SOFT,2.0,True,Mercedes,0 days 01:28:36.725000,1.0,2.0,2019,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:21.326000,2.0,1.0,0 days 00:00:27.073000,0 days 00:00:27.253000,0 days 00:00:27,0 days 00:19:02.545000,0 days 00:19:29.798000,0 days 00:19:56.798000,317.0,329.0,314.0,333.0,True,SOFT,2.0,True,McLaren,0 days 00:18:35.472000,1.0,14.0,2019,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:53.098000,3.0,1.0,0 days 00:00:36.915000,0 days 00:00:38.730000,0 days 00:00:37.453000,0 days 00:20:33.713000,0 days 00:21:12.443000,0 days 00:21:49.896000,260.0,302.0,316.0,280.0,False,SOFT,3.0,True,McLaren,0 days 00:19:56.798000,1.0,14.0,2019,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:20.876000,4.0,1.0,0 days 00:00:26.965000,0 days 00:00:27.036000,0 days 00:00:26.875000,0 days 00:22:16.861000,0 days 00:22:43.897000,0 days 00:23:10.772000,317.0,331.0,315.0,334.0,True,SOFT,4.0,True,McLaren,0 days 00:21:49.896000,1.0,14.0,2019,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:20.646000,8.0,3.0,0 days 00:00:26.965000,0 days 00:00:26.895000,0 days 00:00:26.786000,0 days 00:35:52.810000,0 days 00:36:19.705000,0 days 00:36:46.491000,317.0,329.0,315.0,333.0,True,SOFT,2.0,True,McLaren,0 days 00:35:25.845000,1.0,14.0,2019,Italian Grand Prix,False
L NORRIS,4,0 days 00:01:36.900000,11.0,4.0,0 days 00:00:30.371000,0 days 00:00:36.961000,0 days 00:00:29.568000,0 days 00:47:08.766000,0 days 00:47:45.727000,0 days 00:48:15.295000,173.0,320.0,314.0,275.0,True,SOFT,3.0,False,McLaren,0 days 00:46:38.395000,12.0,14.0,2019,Italian Grand Prix,False
