Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,TrackStatus,QualifyingPosition,Year,EventName,WetSession
R GROSJEAN,8,0 days 00:01:37.069000,5.0,2.0,0 days 00:00:17.070000,0 days 00:00:41.267000,0 days 00:00:38.732000,0 days 00:46:04.415000,0 days 00:46:45.682000,0 days 00:47:24.414000,288.0,312.0,226.0,325.0,True,HYPERSOFT,2.0,True,Haas F1 Team,0 days 00:45:47.345000,1.0,7.0,2018,Abu Dhabi Grand Prix,False
R GROSJEAN,8,0 days 00:01:36.732000,8.0,3.0,0 days 00:00:17.010000,0 days 00:00:41.156000,0 days 00:00:38.566000,0 days 00:54:01.044000,0 days 00:54:42.200000,0 days 00:55:20.766000,292.0,314.0,226.0,327.0,True,HYPERSOFT,2.0,True,Haas F1 Team,0 days 00:53:44.034000,1.0,7.0,2018,Abu Dhabi Grand Prix,False
R GROSJEAN,8,0 days 00:01:36.192000,11.0,4.0,0 days 00:00:16.951000,0 days 00:00:40.917000,0 days 00:00:38.324000,0 days 01:05:25.922000,0 days 01:06:06.839000,0 days 01:06:45.163000,289.0,311.0,226.0,323.0,True,HYPERSOFT,2.0,True,Haas F1 Team,0 days 01:05:08.971000,1.0,7.0,2018,Abu Dhabi Grand Prix,False
R GROSJEAN,8,0 days 00:01:36.268000,14.0,5.0,0 days 00:00:16.929000,0 days 00:00:41.165000,0 days 00:00:38.174000,0 days 01:13:53.241000,0 days 01:14:34.406000,0 days 01:15:12.580000,290.0,311.0,223.0,322.0,False,HYPERSOFT,2.0,True,Haas F1 Team,0 days 01:13:36.312000,1.0,7.0,2018,Abu Dhabi Grand Prix,False
S PEREZ,11,0 days 00:01:38.303000,2.0,1.0,0 days 00:00:17.229000,0 days 00:00:41.688000,0 days 00:00:39.386000,0 days 00:22:08.409000,0 days 00:22:50.097000,0 days 00:23:29.483000,291.0,314.0,222.0,331.0,True,HYPERSOFT,2.0,True,Racing Point,0 days 00:21:51.180000,1.0,14.0,2018,Abu Dhabi Grand Prix,False
S PEREZ,11,0 days 00:01:37.255000,5.0,2.0,0 days 00:00:17.182000,0 days 00:00:41.180000,0 days 00:00:38.893000,0 days 00:32:44.908000,0 days 00:33:26.088000,0 days 00:34:04.981000,294.0,316.0,224.0,326.0,True,HYPERSOFT,2.0,True,Racing Point,0 days 00:32:27.726000,1.0,14.0,2018,Abu Dhabi Grand Prix,False
S PEREZ,11,0 days 00:01:38.456000,8.0,3.0,0 days 00:00:17.232000,0 days 00:00:41.800000,0 days 00:00:39.424000,0 days 00:44:03.200000,0 days 00:44:45,0 days 00:45:24.424000,295.0,315.0,223.0,329.0,True,ULTRASOFT,2.0,True,Racing Point,0 days 00:43:45.968000,1.0,14.0,2018,Abu Dhabi Grand Prix,False
S PEREZ,11,0 days 00:01:37.541000,11.0,4.0,0 days 00:00:17.208000,0 days 00:00:41.453000,0 days 00:00:38.880000,0 days 00:54:37.838000,0 days 00:55:19.291000,0 days 00:55:58.171000,295.0,314.0,224.0,326.0,True,HYPERSOFT,2.0,True,Racing Point,0 days 00:54:20.630000,1.0,14.0,2018,Abu Dhabi Grand Prix,False
S SIROTKIN,35,0 days 00:01:39.691000,2.0,1.0,0 days 00:00:17.581000,0 days 00:00:42.223000,0 days 00:00:39.887000,0 days 00:18:42.852000,0 days 00:19:25.075000,0 days 00:20:04.962000,283.0,316.0,217.0,325.0,True,HYPERSOFT,2.0,True,Williams,0 days 00:18:25.271000,1.0,19.0,2018,Abu Dhabi Grand Prix,False
S SIROTKIN,35,0 days 00:01:38.635000,5.0,2.0,0 days 00:00:17.423000,0 days 00:00:41.626000,0 days 00:00:39.586000,0 days 00:32:29.149000,0 days 00:33:10.775000,0 days 00:33:50.361000,283.0,317.0,221.0,328.0,True,HYPERSOFT,2.0,True,Williams,0 days 00:32:11.726000,1.0,19.0,2018,Abu Dhabi Grand Prix,False
S VANDOORNE,2,0 days 00:01:39.807000,2.0,1.0,0 days 00:00:17.573000,0 days 00:00:42.203000,0 days 00:00:40.031000,0 days 00:17:44.958000,0 days 00:18:27.161000,0 days 00:19:07.192000,282.0,313.0,219.0,322.0,True,HYPERSOFT,2.0,True,McLaren,0 days 00:17:27.385000,1.0,18.0,2018,Abu Dhabi Grand Prix,False
S VANDOORNE,2,0 days 00:01:39.211000,5.0,2.0,0 days 00:00:17.522000,0 days 00:00:41.995000,0 days 00:00:39.694000,0 days 00:25:45.278000,0 days 00:26:27.273000,0 days 00:27:06.967000,279.0,311.0,219.0,318.0,True,HYPERSOFT,2.0,True,McLaren,0 days 00:25:27.756000,1.0,18.0,2018,Abu Dhabi Grand Prix,False
S VANDOORNE,2,0 days 00:01:38.577000,8.0,3.0,0 days 00:00:17.438000,0 days 00:00:41.761000,0 days 00:00:39.378000,0 days 00:33:06.471000,0 days 00:33:48.232000,0 days 00:34:27.610000,284.0,313.0,219.0,323.0,True,HYPERSOFT,2.0,True,McLaren,0 days 00:32:49.033000,1.0,18.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:01:36.946000,2.0,1.0,0 days 00:00:17.110000,0 days 00:00:41.203000,0 days 00:00:38.633000,0 days 00:21:01.174000,0 days 00:21:42.377000,0 days 00:22:21.010000,288.0,316.0,228.0,324.0,True,HYPERSOFT,2.0,True,Ferrari,0 days 00:20:44.064000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:02:17.896000,3.0,1.0,0 days 00:00:23.058000,0 days 00:01:03.941000,0 days 00:00:50.897000,0 days 00:22:44.068000,0 days 00:23:48.009000,0 days 00:24:38.906000,194.0,126.0,229.0,172.0,False,HYPERSOFT,3.0,True,Ferrari,0 days 00:22:21.010000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:01:36.775000,4.0,1.0,0 days 00:00:17.096000,0 days 00:00:41.113000,0 days 00:00:38.566000,0 days 00:24:56.002000,0 days 00:25:37.115000,0 days 00:26:15.681000,288.0,316.0,228.0,324.0,True,HYPERSOFT,4.0,True,Ferrari,0 days 00:24:38.906000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:01:36.751000,7.0,2.0,0 days 00:00:16.965000,0 days 00:00:41.062000,0 days 00:00:38.724000,0 days 00:44:22.870000,0 days 00:45:03.932000,0 days 00:45:42.656000,292.0,319.0,226.0,331.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:44:05.905000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:01:36.345000,10.0,3.0,0 days 00:00:16.835000,0 days 00:00:40.886000,0 days 00:00:38.624000,0 days 00:54:59.527000,0 days 00:55:40.413000,0 days 00:56:19.037000,295.0,319.0,226.0,333.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 00:54:42.692000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:01:35.352000,13.0,4.0,0 days 00:00:16.737000,0 days 00:00:40.757000,0 days 00:00:37.858000,0 days 01:06:56.355000,0 days 01:07:37.112000,0 days 01:08:14.970000,294.0,317.0,230.0,328.0,True,HYPERSOFT,2.0,True,Ferrari,0 days 01:06:39.618000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:01:35.125000,16.0,5.0,0 days 00:00:16.681000,0 days 00:00:40.581000,0 days 00:00:37.863000,0 days 01:15:03.986000,0 days 01:15:44.567000,0 days 01:16:22.430000,295.0,319.0,232.0,330.0,True,HYPERSOFT,2.0,True,Ferrari,0 days 01:14:47.305000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
S VETTEL,5,0 days 00:02:12.329000,17.0,5.0,0 days 00:00:25.287000,0 days 00:00:54.948000,0 days 00:00:52.094000,0 days 01:16:47.717000,0 days 01:17:42.665000,0 days 01:18:34.759000,150.0,209.0,52.0,192.0,False,HYPERSOFT,3.0,True,Ferrari,0 days 01:16:22.430000,1.0,3.0,2018,Abu Dhabi Grand Prix,False
V BOTTAS,77,0 days 00:01:37.319000,2.0,1.0,0 days 00:00:17.330000,0 days 00:00:41.670000,0 days 00:00:38.319000,0 days 00:22:17.459000,0 days 00:22:59.129000,0 days 00:23:37.448000,281.0,314.0,222.0,322.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 00:22:00.129000,1.0,2.0,2018,Abu Dhabi Grand Prix,False
V BOTTAS,77,0 days 00:01:36.789000,5.0,1.0,0 days 00:00:17.272000,0 days 00:00:41.288000,0 days 00:00:38.229000,0 days 00:29:04.121000,0 days 00:29:45.409000,0 days 00:30:23.638000,282.0,313.0,222.0,321.0,True,HYPERSOFT,5.0,True,Mercedes,0 days 00:28:46.849000,1.0,2.0,2018,Abu Dhabi Grand Prix,False
V BOTTAS,77,0 days 00:01:36.392000,8.0,2.0,0 days 00:00:17.068000,0 days 00:00:41.110000,0 days 00:00:38.214000,0 days 00:43:13.448000,0 days 00:43:54.558000,0 days 00:44:32.772000,286.0,313.0,221.0,327.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 00:42:56.380000,1.0,2.0,2018,Abu Dhabi Grand Prix,False
V BOTTAS,77,0 days 00:01:37.436000,11.0,3.0,0 days 00:00:17.066000,0 days 00:00:41.448000,0 days 00:00:38.922000,0 days 00:54:45.694000,0 days 00:55:27.142000,0 days 00:56:06.064000,288.0,314.0,203.0,325.0,False,HYPERSOFT,2.0,True,Mercedes,0 days 00:54:28.628000,1.0,2.0,2018,Abu Dhabi Grand Prix,False
V BOTTAS,77,0 days 00:01:35.419000,14.0,4.0,0 days 00:00:17.004000,0 days 00:00:40.680000,0 days 00:00:37.735000,0 days 01:06:01.245000,0 days 01:06:41.925000,0 days 01:07:19.660000,288.0,313.0,224.0,326.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 01:05:44.241000,1.0,2.0,2018,Abu Dhabi Grand Prix,False
V BOTTAS,77,0 days 00:01:34.956000,17.0,5.0,0 days 00:00:16.995000,0 days 00:00:40.521000,0 days 00:00:37.440000,0 days 01:14:25.054000,0 days 01:15:05.575000,0 days 01:15:43.015000,288.0,312.0,224.0,326.0,True,HYPERSOFT,2.0,True,Mercedes,0 days 01:14:08.059000,1.0,2.0,2018,Abu Dhabi Grand Prix,False
V BOTTAS,77,0 days 00:02:09.568000,18.0,5.0,0 days 00:00:22.262000,0 days 00:00:54.466000,0 days 00:00:52.840000,0 days 01:16:05.277000,0 days 01:16:59.743000,0 days 01:17:52.583000,215.0,178.0,90.0,201.0,False,HYPERSOFT,3.0,True,Mercedes,0 days 01:15:43.015000,1.0,2.0,2018,Abu Dhabi Grand Prix,False
C SAINZ,55,0 days 00:01:23.577000,16.0,6.0,0 days 00:00:27.641000,0 days 00:00:22.695000,0 days 00:00:33.241000,0 days 01:12:49.403000,0 days 01:13:12.098000,0 days 01:13:45.339000,277.0,287.0,297.0,307.0,True,ULTRASOFT,2.0,True,Renault,0 days 01:12:21.762000,1.0,9.0,2018,Australian Grand Prix,False
D RICCIARDO,3,0 days 00:01:22.386000,13.0,5.0,0 days 00:00:27.237000,0 days 00:00:22.477000,0 days 00:00:32.672000,0 days 01:06:21.092000,0 days 01:06:43.569000,0 days 01:07:16.241000,279.0,289.0,298.0,309.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 01:05:53.855000,1.0,5.0,2018,Australian Grand Prix,False
D RICCIARDO,3,0 days 00:01:22.152000,16.0,6.0,0 days 00:00:27.240000,0 days 00:00:22.448000,0 days 00:00:32.464000,0 days 01:13:19.302000,0 days 01:13:41.750000,0 days 01:14:14.214000,277.0,288.0,296.0,308.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 01:12:52.062000,1.0,5.0,2018,Australian Grand Prix,False
K MAGNUSSEN,20,0 days 00:01:23.187000,16.0,5.0,0 days 00:00:27.490000,0 days 00:00:22.632000,0 days 00:00:33.065000,0 days 01:12:43.454000,0 days 01:13:06.086000,0 days 01:13:39.151000,282.0,292.0,300.0,314.0,True,ULTRASOFT,2.0,True,Haas F1 Team,0 days 01:12:15.964000,1.0,6.0,2018,Australian Grand Prix,False
K RAIKKONEN,7,0 days 00:01:22.251000,13.0,5.0,0 days 00:00:27.254000,0 days 00:00:22.345000,0 days 00:00:32.652000,0 days 01:06:40.845000,0 days 01:07:03.190000,0 days 01:07:35.842000,284.0,293.0,303.0,317.0,True,ULTRASOFT,2.0,False,Ferrari,0 days 01:06:13.591000,1.0,2.0,2018,Australian Grand Prix,False
K RAIKKONEN,7,0 days 00:01:21.828000,16.0,6.0,0 days 00:00:26.992000,0 days 00:00:22.204000,0 days 00:00:32.632000,0 days 01:13:32.619000,0 days 01:13:54.823000,0 days 01:14:27.455000,285.0,295.0,305.0,320.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 01:13:05.627000,1.0,2.0,2018,Australian Grand Prix,False
L HAMILTON,44,0 days 00:01:22.051000,16.0,5.0,0 days 00:00:27.139000,0 days 00:00:22.273000,0 days 00:00:32.639000,0 days 01:06:15.868000,0 days 01:06:38.141000,0 days 01:07:10.780000,283.0,292.0,301.0,315.0,False,ULTRASOFT,2.0,False,Mercedes,0 days 01:05:48.729000,1.0,1.0,2018,Australian Grand Prix,False
L HAMILTON,44,0 days 00:01:21.164000,19.0,6.0,0 days 00:00:26.698000,0 days 00:00:22.066000,0 days 00:00:32.400000,0 days 01:13:26.699000,0 days 01:13:48.765000,0 days 01:14:21.165000,284.0,293.0,302.0,318.0,True,ULTRASOFT,2.0,True,Mercedes,0 days 01:13:00.001000,1.0,1.0,2018,Australian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:22.112000,14.0,5.0,0 days 00:00:27.160000,0 days 00:00:22.389000,0 days 00:00:32.563000,0 days 01:06:27.286000,0 days 01:06:49.675000,0 days 01:07:22.238000,280.0,289.0,297.0,309.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 01:06:00.126000,1.0,4.0,2018,Australian Grand Prix,False
M VERSTAPPEN,33,0 days 00:01:21.879000,17.0,6.0,0 days 00:00:26.971000,0 days 00:00:22.241000,0 days 00:00:32.667000,0 days 01:13:38.994000,0 days 01:14:01.235000,0 days 01:14:33.902000,279.0,288.0,298.0,311.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 01:13:12.023000,1.0,4.0,2018,Australian Grand Prix,False
N HULKENBERG,27,0 days 00:01:23.532000,15.0,5.0,0 days 00:00:27.544000,0 days 00:00:22.653000,0 days 00:00:33.335000,0 days 01:12:54.606000,0 days 01:13:17.259000,0 days 01:13:50.594000,277.0,288.0,298.0,308.0,True,ULTRASOFT,2.0,True,Renault,0 days 01:12:27.062000,1.0,8.0,2018,Australian Grand Prix,False
R GROSJEAN,8,0 days 00:01:23.339000,16.0,5.0,0 days 00:00:27.546000,0 days 00:00:22.684000,0 days 00:00:33.109000,0 days 01:12:35.969000,0 days 01:12:58.653000,0 days 01:13:31.762000,279.0,288.0,297.0,311.0,True,ULTRASOFT,2.0,True,Haas F1 Team,0 days 01:12:08.423000,1.0,7.0,2018,Australian Grand Prix,False
S VETTEL,5,0 days 00:01:22.085000,16.0,5.0,0 days 00:00:27.025000,0 days 00:00:22.261000,0 days 00:00:32.799000,0 days 01:06:56.462000,0 days 01:07:18.723000,0 days 01:07:51.522000,284.0,294.0,302.0,317.0,True,ULTRASOFT,2.0,False,Ferrari,0 days 01:06:29.437000,1.0,3.0,2018,Australian Grand Prix,False
S VETTEL,5,0 days 00:01:21.838000,19.0,6.0,0 days 00:00:27.018000,0 days 00:00:22.129000,0 days 00:00:32.691000,0 days 01:13:47.912000,0 days 01:14:10.041000,0 days 01:14:42.732000,284.0,295.0,306.0,320.0,True,ULTRASOFT,2.0,True,Ferrari,0 days 01:13:20.894000,1.0,3.0,2018,Australian Grand Prix,False
B HARTLEY,28,0 days 00:01:05.366000,6.0,2.0,0 days 00:00:16.538000,0 days 00:00:28.904000,0 days 00:00:19.924000,0 days 00:13:10.417000,0 days 00:13:39.321000,0 days 00:13:59.245000,318.0,244.0,285.0,317.0,True,ULTRASOFT,2.0,True,Toro Rosso,0 days 00:12:53.879000,1.0,19.0,2018,Austrian Grand Prix,False
B HARTLEY,28,0 days 00:01:24.461000,7.0,2.0,0 days 00:00:18.997000,0 days 00:00:39.615000,0 days 00:00:25.849000,0 days 00:14:18.242000,0 days 00:14:57.857000,0 days 00:15:23.706000,241.0,174.0,282.0,243.0,False,ULTRASOFT,3.0,True,Toro Rosso,0 days 00:13:59.245000,1.0,19.0,2018,Austrian Grand Prix,False
B HARTLEY,28,0 days 00:01:05.379000,10.0,3.0,0 days 00:00:16.574000,0 days 00:00:28.930000,0 days 00:00:19.875000,0 days 00:21:05.065000,0 days 00:21:33.995000,0 days 00:21:53.870000,318.0,243.0,284.0,316.0,False,ULTRASOFT,2.0,True,Toro Rosso,0 days 00:20:48.491000,12.0,19.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:29.635000,5.0,1.0,0 days 00:00:20.177000,0 days 00:00:40.608000,0 days 00:00:28.850000,0 days 00:09:22.489000,0 days 00:10:03.097000,0 days 00:10:31.947000,240.0,167.0,285.0,210.0,False,ULTRASOFT,4.0,True,Sauber,0 days 00:09:02.312000,21.0,13.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:05.284000,6.0,1.0,0 days 00:00:16.505000,0 days 00:00:28.870000,0 days 00:00:19.909000,0 days 00:10:48.452000,0 days 00:11:17.322000,0 days 00:11:37.231000,318.0,248.0,288.0,314.0,False,ULTRASOFT,5.0,True,Sauber,0 days 00:10:31.947000,1.0,13.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:04.967000,9.0,2.0,0 days 00:00:16.479000,0 days 00:00:28.709000,0 days 00:00:19.779000,0 days 00:18:45.827000,0 days 00:19:14.536000,0 days 00:19:34.315000,316.0,248.0,286.0,319.0,True,ULTRASOFT,2.0,True,Sauber,0 days 00:18:29.348000,1.0,13.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:39.988000,10.0,2.0,0 days 00:00:23.565000,0 days 00:00:44.574000,0 days 00:00:31.849000,0 days 00:19:57.880000,0 days 00:20:42.454000,0 days 00:21:14.303000,233.0,92.0,285.0,209.0,False,ULTRASOFT,3.0,True,Sauber,0 days 00:19:34.315000,1.0,13.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:04.982000,13.0,3.0,0 days 00:00:16.559000,0 days 00:00:28.578000,0 days 00:00:19.845000,0 days 00:31:24.484000,0 days 00:31:53.062000,0 days 00:32:12.907000,315.0,250.0,286.0,315.0,True,ULTRASOFT,1.0,True,Sauber,0 days 00:31:07.925000,1.0,13.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:30.076000,14.0,3.0,0 days 00:00:22.914000,0 days 00:00:39.288000,0 days 00:00:27.874000,0 days 00:32:35.821000,0 days 00:33:15.109000,0 days 00:33:42.983000,265.0,201.0,287.0,240.0,False,ULTRASOFT,2.0,True,Sauber,0 days 00:32:12.907000,1.0,13.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:05.334000,15.0,3.0,0 days 00:00:16.495000,0 days 00:00:28.879000,0 days 00:00:19.960000,0 days 00:33:59.478000,0 days 00:34:28.357000,0 days 00:34:48.317000,319.0,244.0,281.0,318.0,False,ULTRASOFT,3.0,True,Sauber,0 days 00:33:42.983000,1.0,13.0,2018,Austrian Grand Prix,False
C LECLERC,16,0 days 00:01:04.979000,18.0,4.0,0 days 00:00:16.354000,0 days 00:00:28.737000,0 days 00:00:19.888000,0 days 00:43:20.071000,0 days 00:43:48.808000,0 days 00:44:08.696000,318.0,249.0,284.0,317.0,True,ULTRASOFT,2.0,True,Sauber,0 days 00:43:03.717000,1.0,13.0,2018,Austrian Grand Prix,False
C SAINZ,55,0 days 00:01:05.137000,2.0,1.0,0 days 00:00:16.389000,0 days 00:00:28.691000,0 days 00:00:20.057000,0 days 00:10:20.584000,0 days 00:10:49.275000,0 days 00:11:09.332000,314.0,246.0,280.0,311.0,True,ULTRASOFT,2.0,True,Renault,0 days 00:10:04.195000,1.0,9.0,2018,Austrian Grand Prix,False
C SAINZ,55,0 days 00:01:30.245000,3.0,1.0,0 days 00:00:23.315000,0 days 00:00:39.288000,0 days 00:00:27.642000,0 days 00:11:32.647000,0 days 00:12:11.935000,0 days 00:12:39.577000,245.0,181.0,284.0,269.0,False,ULTRASOFT,3.0,True,Renault,0 days 00:11:09.332000,1.0,9.0,2018,Austrian Grand Prix,False
C SAINZ,55,0 days 00:01:05.258000,4.0,1.0,0 days 00:00:16.534000,0 days 00:00:28.685000,0 days 00:00:20.039000,0 days 00:12:56.111000,0 days 00:13:24.796000,0 days 00:13:44.835000,312.0,248.0,278.0,312.0,False,ULTRASOFT,4.0,True,Renault,0 days 00:12:39.577000,1.0,9.0,2018,Austrian Grand Prix,False
C SAINZ,55,0 days 00:01:04.948000,7.0,2.0,0 days 00:00:16.558000,0 days 00:00:28.515000,0 days 00:00:19.875000,0 days 00:21:03.358000,0 days 00:21:31.873000,0 days 00:21:51.748000,309.0,245.0,281.0,311.0,True,ULTRASOFT,2.0,True,Renault,0 days 00:20:46.800000,12.0,9.0,2018,Austrian Grand Prix,False
C SAINZ,55,0 days 00:01:04.561000,10.0,3.0,0 days 00:00:16.341000,0 days 00:00:28.380000,0 days 00:00:19.840000,0 days 00:36:10.596000,0 days 00:36:38.976000,0 days 00:36:58.816000,312.0,248.0,286.0,313.0,True,ULTRASOFT,2.0,True,Renault,0 days 00:35:54.255000,1.0,9.0,2018,Austrian Grand Prix,False
C SAINZ,55,0 days 00:01:04.905000,15.0,5.0,0 days 00:00:16.375000,0 days 00:00:28.663000,0 days 00:00:19.867000,0 days 00:54:12.192000,0 days 00:54:40.855000,0 days 00:55:00.722000,315.0,250.0,282.0,316.0,True,ULTRASOFT,4.0,False,Renault,0 days 00:53:55.817000,1.0,9.0,2018,Austrian Grand Prix,False
C SAINZ,55,0 days 00:01:04.725000,18.0,6.0,0 days 00:00:16.370000,0 days 00:00:28.527000,0 days 00:00:19.828000,0 days 01:03:02.064000,0 days 01:03:30.591000,0 days 01:03:50.419000,314.0,244.0,286.0,313.0,True,ULTRASOFT,2.0,True,Renault,0 days 01:02:45.694000,1.0,9.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:04.862000,2.0,1.0,0 days 00:00:16.435000,0 days 00:00:28.667000,0 days 00:00:19.760000,0 days 00:11:07.346000,0 days 00:11:36.013000,0 days 00:11:55.773000,312.0,247.0,284.0,309.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 00:10:50.911000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:30.237000,3.0,1.0,0 days 00:00:22.062000,0 days 00:00:40.803000,0 days 00:00:27.372000,0 days 00:12:17.835000,0 days 00:12:58.638000,0 days 00:13:26.010000,179.0,189.0,285.0,161.0,False,ULTRASOFT,3.0,True,Red Bull Racing,0 days 00:11:55.773000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:04.723000,4.0,1.0,0 days 00:00:16.531000,0 days 00:00:28.547000,0 days 00:00:19.645000,0 days 00:13:42.541000,0 days 00:14:11.088000,0 days 00:14:30.733000,310.0,249.0,282.0,311.0,True,ULTRASOFT,4.0,True,Red Bull Racing,0 days 00:13:26.010000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:05.114000,7.0,2.0,0 days 00:00:16.433000,0 days 00:00:28.741000,0 days 00:00:19.940000,0 days 00:34:06.039000,0 days 00:34:34.780000,0 days 00:34:54.720000,313.0,249.0,289.0,315.0,True,SUPERSOFT,2.0,True,Red Bull Racing,0 days 00:33:49.606000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:31.084000,8.0,2.0,0 days 00:00:21.797000,0 days 00:00:40.316000,0 days 00:00:28.971000,0 days 00:35:16.517000,0 days 00:35:56.833000,0 days 00:36:25.804000,170.0,196.0,286.0,144.0,False,SUPERSOFT,3.0,True,Red Bull Racing,0 days 00:34:54.720000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:04.567000,9.0,2.0,0 days 00:00:16.403000,0 days 00:00:28.451000,0 days 00:00:19.713000,0 days 00:36:42.207000,0 days 00:37:10.658000,0 days 00:37:30.371000,310.0,247.0,286.0,309.0,True,SUPERSOFT,4.0,True,Red Bull Racing,0 days 00:36:25.804000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:04.403000,12.0,3.0,0 days 00:00:16.316000,0 days 00:00:28.474000,0 days 00:00:19.613000,0 days 00:43:12.102000,0 days 00:43:40.576000,0 days 00:44:00.189000,315.0,250.0,287.0,316.0,True,SUPERSOFT,2.0,True,Red Bull Racing,0 days 00:42:55.786000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:04.252000,15.0,4.0,0 days 00:00:16.512000,0 days 00:00:28.265000,0 days 00:00:19.475000,0 days 00:53:30.527000,0 days 00:53:58.792000,0 days 00:54:18.267000,307.0,250.0,282.0,309.0,True,ULTRASOFT,1.0,True,Red Bull Racing,0 days 00:53:14.015000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:03.996000,18.0,5.0,0 days 00:00:16.351000,0 days 00:00:28.137000,0 days 00:00:19.508000,0 days 00:58:51.881000,0 days 00:59:20.018000,0 days 00:59:39.526000,310.0,250.0,279.0,307.0,True,ULTRASOFT,2.0,True,Red Bull Racing,0 days 00:58:35.530000,1.0,7.0,2018,Austrian Grand Prix,False
D RICCIARDO,3,0 days 00:01:04.075000,21.0,6.0,0 days 00:00:16.416000,0 days 00:00:28.150000,0 days 00:00:19.509000,0 days 01:03:52.359000,0 days 01:04:20.509000,0 days 01:04:40.018000,307.0,250.0,276.0,309.0,False,ULTRASOFT,2.0,True,Red Bull Racing,0 days 01:03:35.943000,1.0,7.0,2018,Austrian Grand Prix,False
E OCON,31,0 days 00:01:29.931000,4.0,1.0,0 days 00:00:23.524000,0 days 00:00:37.609000,0 days 00:00:28.798000,0 days 00:08:37.522000,0 days 00:09:15.131000,0 days 00:09:43.929000,214.0,205.0,255.0,123.0,False,ULTRASOFT,3.0,True,Force India,0 days 00:08:13.998000,21.0,11.0,2018,Austrian Grand Prix,False
E OCON,31,0 days 00:01:35.181000,5.0,1.0,0 days 00:00:24.237000,0 days 00:00:44.484000,0 days 00:00:26.460000,0 days 00:10:08.166000,0 days 00:10:52.650000,0 days 00:11:19.110000,208.0,201.0,287.0,190.0,False,ULTRASOFT,4.0,True,Force India,0 days 00:09:43.929000,1.0,11.0,2018,Austrian Grand Prix,False
E OCON,31,0 days 00:01:05.148000,6.0,1.0,0 days 00:00:16.274000,0 days 00:00:28.799000,0 days 00:00:20.075000,0 days 00:11:35.384000,0 days 00:12:04.183000,0 days 00:12:24.258000,322.0,246.0,288.0,319.0,True,ULTRASOFT,5.0,True,Force India,0 days 00:11:19.110000,1.0,11.0,2018,Austrian Grand Prix,False
E OCON,31,0 days 00:01:25.224000,9.0,2.0,0 days 00:00:18.602000,0 days 00:00:38.340000,0 days 00:00:28.282000,0 days 00:19:09.409000,0 days 00:19:47.749000,0 days 00:20:16.031000,193.0,184.0,290.0,302.0,False,ULTRASOFT,2.0,True,Force India,0 days 00:18:50.807000,1.0,11.0,2018,Austrian Grand Prix,False
